외국인투자기업정보,,,,,,,,,,,
,,,,,,,,,,,
회사명(한글),회사명(영문),전화번호,우편번호,주소,표준산업중분류명,표준산업분류명,표준산업분류코드,외투기업최초등록일자,대표업종,대표투자국가,업체유형
(주)나랑친구해,"FRIEND CO., LTD.",,402825,"인천광역시 남구 경인남길30번길 (용현동 ) 102,1층",음식?숙박,중식 음식점업,56112,20160428,요식업(양꼬치),중국,법인기업
(주)나르다엔터테인먼트,NARDA ENTERTAINMENT,02-2299-0517,133883,서울특별시 성동구 무학로6길 18-1 에코하우스빌딩 B01호,문화?오락,녹음시설 운영업,59202,20140227,음반제작 및 엔터네인먼트,중국,법인기업
(주)나마스테인서울,"NAMASTEIN SEOUL CO., LTD.",02-3675-1812,136051,"서울특별시 성북구 동소문로20나길 13,2층 (동선동1가,미소빌딩2층)",음식?숙박,기타 외국식 음식점업,56119,20130912,네팔 인도 음식점업,네팔,법인기업
(주)나무에코얼터너티브스,NAMU ECHO ALTERNATIVES CORPORATION,,380922,충청북도 충주시 중앙탑면 묘곡내동길 133-50,비금속광물,콘크리트관 및 기타 구조용 콘크리트제품 제조업,23326,20160108,"건축자재 제조,개발업",홍콩,법인기업
(주)나미카,"NAMIKA CO., LTD.",,331833,충청남도 천안시 서북구 성거읍 모전1길 248-20,전기?전자,"다이오드, 트랜지스터 및 유사 반도체소자 제조업",26120,20150616,"다이오드, 트랜지스터 및 유사반도체 제조업",홍콩,법인기업
(주)나비드엔터프라이즈,NAVEED ENTERPRISES LTD.,,412060,경기도 고양시 덕양구 흥도로178번길 62 (도내동),도?소매(유통),상품 종합 도매업,46800,20141024,상품 종합 도매업,파키스탄,법인기업
(주)나빅코리아,"NAVIC KOREA CO.,LTD",02-468-1272,133120,"서울특별시 성동구 아차산로5길 19-1, 3층(성수동 2가)",도?소매(유통),상품 종합 도매업,46800,20120423,"전사,의류,악세서리제조무역도소매",일본,법인기업
(주)나사르트레이딩,"NASSAR CO.,LTD.",,406838,"인천광역시 연수구 옥련로 39 (옥련동,비동602호)",도?소매(유통),그외 기타 상품전문 도매업,46799,20140924,중고자동차수출,이집트,법인기업
(주)나음,"NAUM CO., LTD.",055-852-6848,664808,경상남도 사천시 사천읍 읍내1길 25 (2층),도?소매(유통),통신장비 및 부품 도매업,46522,20140819,통신관련 LED 도소매 등,홍콩,법인기업
(주)나이스누르,NICE NOOR CORPORATION,1044702171,482110,"경기도 양주시 어하고개로 162-25(삼숭동, 1층)",도?소매(유통),상품 종합 도매업,46800,20131223,도매(무역),파키스탄,법인기업
(주)나이스디앤비,"D&B KOREA CO., LTD",02-2122-2370,121010,서울 마포구 아현동 686,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20051223,"데이터베이스, 소프트웨어 개발",싱가포르,법인기업
(주)나이스인디아트래블,NICE INDIA TRAVEL,,110160,"서울특별시 종로구 삼봉로 95, 502호 (견지동, 종로1가 대성스카이렉스)",운수?창고(물류),일반 및 국외 여행사업,75211,20150702,관광업,인도,법인기업
(주)나일코퍼레이션,"NILE CORPORATION.,LTD",1067112009,406050,"인천광역시 연수구 아암대로 483 (옥련동,프로물류센타내A-2-1)",도?소매(유통),상품 종합 도매업,46800,20130605,중고자동차매매업,이집트,법인기업
(주)나코코리아,"NATOO KOREA CO.,LTD.",,137888,"서울특별시 서초구 강남대로34길 69, 301호 (양재동, 이화빌딩)",도?소매(유통),상품 종합 도매업,46800,20150423,라벨의 수추입업,미국,법인기업
(주)난탄두르,,02-312-1179,120834,"서울특별시 서대문구 연세로12길 23 (창천동, 2층 가호)",도?소매(유통),상품 종합 도매업,46800,20120820,상품종합도매업,네팔,법인기업
(주)남산,"NAMSAN TRADING CO.,LTD.",,482150,경기도 양주시 율정로 257-13(율정동),도?소매(유통),상품 종합 도매업,46800,20150821,무역업,파키스탄,법인기업
(주)남선,"NAM SUN CO., Ltd.",1042386756,153023,서울 금천구 가산동 448 대륭테크노타운 3차 509호,도?소매(유통),기타 자동차신품 부품 및 내장품 판매업,45219,20100203,자동차부품도소매,미국,법인기업
(주)남영스타킹,,063-834-3778,570210,전북 익산시 어양동 513-39,섬유?직물?의류,스타킹 및 기타양말 제조업,14411,20080714,스타킹 제조 및 수출업,미국,법인기업
(주)남인,"NAMIN CO., LTD",055-830-8800,664942,경남 사천시 사남면 유천리 897번지,금속,강관 제조업,24132,20091020,"배관제조업, 무역업",싱가포르,법인기업
(주)내몸애푸드,DRSOY,033-481-9440,255813,강원 양구군 남면 정중앙로548,식품,두부 및 유사식품 제조업,10794,20091020,두유 제조,홍콩,법인기업
(주)내쇼날푸드,"National Food Co.,Ltd",,133814,서울특별시 성동구 마장로31길 (마장동 ) 36,도?소매(유통),육류 가공식품 도매업,46321,20160324,"식육 및 부산물, 김치, 무역업",몽골,법인기업
(주)네스오인베스트먼트,NESS.O.INVESTMENT,010.5850.6310,140841,"서울특별시 용산구 신흥로 41 (용산동2가, 비-1)",도?소매(유통),상품 종합 도매업,46800,20130822,상품종합도매업,나이지리아,법인기업
(주)네스캡,"NESSCAP CO., LTD.",031-289-0713,446576,경기 용인시 기흥구 고매동 750-8,전기?전자,전자축전기 제조업,26292,20010726,전자축전기 제조업,미국,법인기업
(주)네시삼십삼분,FOURTHIRTYTHREE INC.,,135878,서울특별시 강남구 삼성로104길 22 (삼성동),비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20141224,"소프트웨어 개발,도소매, 판매,유통업, 서비스업등",싱가포르,법인기업
(주)네오썬,"neosun co.,ltd.",,681802,울산광역시 중구 종가로 (다운동 ) 15 울산정밀화학센터 214호,전기?전자,기타 무선 통신장비 제조업,26429,20150216,기타 무선장비 제조업,미국,법인기업
(주)네오아이씨피,"NEO ICP KOREA,INC.",02-6363-8300,152848,경기도 화성시 동탄면 동탄산단2길 7-17,전기?전자,사무용 기계 및 장비 제조업,29180,20070411,컴퓨터주변 장치 제조,호주,법인기업
(주)네오위즈모바일,NEOWIZ MOBILE CORPORATION,262408203,135924,서울특별시 강남구 테헤란로20길 9 동궁빌딩 8층,비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20120525,"소프트웨어개발,자문 공급",일본,법인기업
(주)네이비코,NAVYKO. LTD.,,135984,"서울특별시 강남구 테헤란로 (역삼동 강남파이낸스센터) 152, 41층",도?소매(유통),상품 종합 도매업,46800,20160420,"무역업, 컨설팅업",프랑스,법인기업
(주)네이처앤드파트너스,NATURE & PARTNERS INC.,,143810,"서울특별시 광진구 아차산로 623, 301호 (광장동, 알에스빌딩)",도?소매(유통),화장품 도매업,46443,20150917,화장품판매 및 유통,싱가포르,법인기업
(주)네츄럴라이프아시아,"NATURALIFE ASIA CO.,LTD.",02-940-0295,136150,서울 성북구 석관동 261번지,도?소매(유통),기타 상품 중개업,46109,20040422,"상품종합중개업,기타상품중개업",독일,법인기업
(주)네츄어스베스트푸드,"NATURES BEST FOODS CO.,LTD",043-881-0287,369834,충북 음성군 삼성면 청용리 424-1 424-3,도?소매(유통),곡물 도매업,46201,20131001,"곡물가공,수출",캐나다,법인기업
(주)네티스코리아,"NETIS KOREA CO., LTD.",010-4731-5683,153803,"서울특별시 금천구 가산디지털1로 83, 902호 (가산동, 파트너스타워)",도?소매(유통),통신장비 및 부품 도매업,46522,20111227,네트워크 장비 개발 도소매,중국,법인기업
(주)네패스엘이디,,043-240-9398,363883,충북 청원군 오창면 송대리 311-2,전기?전자,일반용 전기 조명장치 제조업,28422,20090623,"다이오드,트랜지스터 및 유사반도체소자 제조, 전구 및 램프 제조",미국,법인기업
(주)넥스디스플레이,"NEXDISPLAY TECHNOLOGY CO., LTD.",02-2102-2021,429850,경기도 시흥시 경기과기대로 171(정왕동),전기?전자,그외 기타 전자부품 제조업,26299,20051213,평판디스플레이 및 전용부품 제조업등,싱가포르,법인기업
(주)넥스모,"NEXMO CO.,LTD.",032-577-3602,403130,인천 부평구 십정동 563-5,제지?목재,"목재 보존, 방부처리, 도장 및 유사 처리업",16103,20130320,하드코팅처리업,일본,법인기업
(주)넥스젠파이낸스대부,"NEXGEN FINANCE CO.,LTD.",02-6310-3012,135911,"서울특별시 강남구 테헤란로13길 11, 5층(역삼동)",금융?보험,그외 기타 여신금융업,64919,20131007,"여신금융업, 전자상거래업, 부동산자문 및 중개업",일본,법인기업
(주)넥스트글라스,"NEXT GLASS CO.,LTD.",,336875,충청남도 아산시 둔포면 아산밸리로 285,비금속광물,유리섬유 및 광학용 유리 제조업,23121,20150630,"특수필름, 특수유리, 기능성 필름 및 유리",말레이시아,법인기업
(주)넥스트렌스,"NEXTRANS, INC.",02-557-0841,135080,서울 강남구 역삼동 721-29 청록빌딩 3층,전기?전자,컴퓨터 모니터 제조업,26322,20080123,"컴퓨터 및 주변기기 제조 도소매업, 컨설팅업",일본,법인기업
(주)넥스트무브,"NEXT MOVE CO., LTD.",,135996,"서울특별시 강남구 학동로19길 (논현동 ) 35, 1층, 2층(논현동)",비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20150529,"온라인, 모바일 게인 소프트웨어 개발 및 퍼블리싱",홍콩,법인기업
(주)넥스트앱스,Nextapps Inc.,,131140,서울 중랑구 묵동 239-77 유정빌딩 7층,비즈니스서비스업,응용소프트웨어 개발 및 공급업,58222,20151102,"인터넷, 소프트웨어 관련 개발 및 유통",일본,법인기업
(주)넥스트엔터테인먼트월드,"NEXT ENTERTAINMENT CO.,LTD.",02-3490-9329,135995,"서울특별시 강남구 언주로 726, (논현동, 8층)",문화?오락,"영화, 비디오물 및 방송프로그램 배급업",59130,20141105,영화 배급사,홍콩,법인기업
(주)넥스트인터랙티브케이코리아,"NEXT INTERACTIVE K-KOREA, INC.",,135999,서울특별시 강남구 삼성로 (대치동 ) 350-5 도체스터빌딩 2층,비즈니스서비스업,포털 및 기타 인터넷 정보매개 서비스업,63120,20141006,디지털 콘텐츠 제작 및 배급,홍콩,법인기업
(주)넥시아디바이스,"NEXIA DEVICE CO., LTD.",031-478-3611,431755,경기 안양시 동안구 평촌동 두산벤처다임 428호,전기?전자,그외 기타 전자부품 제조업,26299,20110908,"전기 및 전자부품 제조, 도소매업, 통신기기 및 방송장비 제조 및 도소매업, 소프트웨어 자문 개발 및 공급업",중국,법인기업
(주)넴코코리아,"NEMKO KOREA CO., LTD.",031-322-2333,449852,경기도 용인시 모현면 오산리 300-2,비즈니스서비스업,환경컨설팅 및 관련 엔지니어링 서비스업,72122,19980224,환경측정및평가업.검사및분석업,노르웨이,법인기업
(주)넷츠,,,135090,서울 강남구 삼성동 161-15 중앙빌딩 6층,비즈니스서비스업,시스템 소프트웨어 개발 및 공급업,58221,20050411,"소프트웨어개발, 컴퓨터통신용장비",말레이시아,법인기업
(주)노란트레이딩,"NORAN TRADING CO.,LTD.",,406840,인천광역시 연수구 능허대로 192 (옥련동),도?소매(유통),중고 자동차 판매업,45120,20151118,중고차수출업,리비아,법인기업
(주)노루오토코팅,"NOROO AUTOMOTIVE COATINGS CO.,LTD",031-8059-9514,445941,경기도 화성시 장안면 장안공단7길 28,화공,일반용 도료 및 관련제품 제조업,20421,19951218,도료및관련제품제조.도료도매및종합무역업,일본,법인기업
(주)노리아,"NORIA CO.,LTD.",031-478-9172,431060,경기 안양시 동안구 관양동 1591 평촌아크로타워 A동 505호,비즈니스서비스업,온라인?모바일 게임 소프트웨어 개발 및 공급업,58211,20091104,소프트웨어 개발업,일본,법인기업
(주)노리코리아,KNOWRE KOREA INC.,02-597-6808,137810,"서울특별시 강남구 테헤란로8길 (역삼동 ) 21, 7층(역삼동, 신원빌딩)",비즈니스서비스업,데이터베이스 및 온라인정보 제공업,63991,20130107,"온라인교육사업, 정보통신서비스업",미국,법인기업
(주)노무라마이크로사이언스코리아,"NOMURA MICRO SCIENCE KOREA CO.,LTD.",031-708-3946,463829,경기도 성남시 분당구 성남대로 779번길 20(이매동),기계?장비,반도체 제조용 기계 제조업,29271,19940601,달리분류되지않은비금속재생재료가공처리업,일본,법인기업
(주)노무라종합연구소서울,"NOMURA REASERCH INSTITUTE SEOUL CO.,LTD.",02-3703-1439,150895,"서울특별시 영등포구 국제금융로 10 (여의도동, ONEIFC 20층)",비즈니스서비스업,경영컨설팅업,71531,20121217,경영컨설팅업,싱가포르,법인기업
(주)노바플러스,"NOVA PLUS CO., LTD.",010-6310-7532,100400,서울 중구 쌍림동 21-3,운수?창고(물류),외항 화물 운송업,50112,20120217,무역 물류업,러시아,법인기업
(주)노버스미디어코프,NOVUS MEDIACORP CO. LTD.,,501130,광주광역시 동구 중앙로160번길 16-7(불로동),문화?오락,일반 영화 및 비디오물 제작업,59111,20150113,"영화배급 및 수입업, 영화투자 및 제작, 컨텐츠개발 및 공급",싱가포르,법인기업
(주)노벨오토모티브코리아,"NOBEL AUTOMOTIVE KOREA CO.,LTD",053-582-3777,704833,대구광역시 달서구 성서동로 35 (월암동),운송용기계,그외 기타 자동차 부품 제조업,30399,20100607,"자동차부품 제조, 무역, 수출입",터키,법인기업
(주)노보인터워크,NOVO INTERWORK CORP.,02-539-0956,135080,서울 강남구 역삼동 702-10 아남타워 1418,도?소매(유통),상품 종합 도매업,46800,20090407,"의류, 전자제품, 잡화, 수출입업, 도소매업",중국,법인기업
(주)노브랜드,NOBLAND INTERNATIONAL INC,02-405-5700-,138160,서울특별시 송파구 오금로46길 49 (가락동),섬유?직물?의류,여자용 정장 제조업,14112,20050506,의류제조,미국,법인기업
(주)노웨이트,"NOWAIT CO., LTD.",02-417-0033,138842,서울 송파구 석촌동 23-3 이광빌딩 6층,비즈니스서비스업,기타 엔지니어링 서비스업,72129,20000425,기타엔지니어링서비스업,스웨덴,법인기업
(주)노인연구정보센터,ELDERLY INFORMATION CENTER,02-6385-0841,121805,"서울특별시 마포구 백범로 169-9, 2층 208호 (공덕동,국민서관빌딩)",기타제조,기타 서적 출판업,58119,20100219,의료복지 서적출판,일본,법인기업
(주)노크노크,,,153800,"서울특별시 금천구 벚꽃로 (가산동 ) 234 1204(가산동, 에이스하이엔드 타워6차)",기타제조,기타 서적 출판업,58119,20151209,출판업/온라인 모바일게임 소프트웨어 개발 및 공급업,일본,법인기업
(주)녹스벨한국연구소,NOX-BELLCOW KOREA R&D CENTER,,153803,"서울특별시 금천구 가산디지털1로 196, 1407호 (가산동, 에이스테크노타워10차)",도?소매(유통),화장품 도매업,46443,20151022,화장품 도매업,홍콩,법인기업
(주)놀부,"NOLBOO CO.,LTD.",237031114,462080,경기 성남시 중원구 도촌동 575,식품,과실 및 채소 절임식품 제조업,10301,20120307,"과실및 채소 절임식품 제조, 도시락 및 식사용 조리식품 제조, 한식 음식점업",스웨덴,법인기업
